site,c_s,a,g,b0,sm,ro,et,sum
Germany,420,8,0.2,0.6,0.8919570521244299,0.6956765568049813,0.9008721868049747,2.488505795734386
Spain,210,2,0.8,0.6,0.9060457300197235,0.819446624860567,0.8758351295462934,2.6013274844265837
Sweden,210,8,0.2,0.6,0.25514865781101737,-0.017343759898208022,0.8698333996535536,1.1076382975663628
