site,c_s,a,g,b0,i_max,t_ice,sm,ro,et,sum
Germany,420,8,0.5,0.8,20,0,0.8762247326346043,0.6172103009668807,0.8867804541348328,2.3802154877363177
Germany,420,8,0.5,0.8,20,3,0.8704090349998665,0.599013834142932,0.8871656780557666,2.356588547198565
Germany,420,8,0.5,0.8,40,-3,0.8751672812209855,0.5831351222142717,0.8876975350731795,2.3459999385084367
Germany,420,8,0.5,0.8,40,0,0.8740654470946341,0.5818001620373109,0.887818417350487,2.343684026482432
Germany,420,8,0.5,0.8,40,3,0.8659949319436409,0.5550740575053326,0.8882389687202584,2.309307958169232
Germany,420,8,0.5,0.8,200,-3,0.8747260934115765,0.5803518958281734,0.8877215227932804,2.3427995120330305
Germany,420,8,0.5,0.8,200,0,0.8736188497222093,0.5790021412589947,0.8878423423259847,2.3404633333071887
Germany,420,8,0.5,0.8,200,3,0.8655081650611571,0.5522553450739954,0.8882620353369711,2.306025545472124
Germany,420,8,0.8,0.4,20,-3,0.8718870718626629,0.6008043816573142,0.8959233583633699,2.368614811883347
Germany,420,8,0.8,0.4,20,0,0.8695046027327641,0.6002788809622667,0.8960092787062263,2.365792762401257
Germany,420,8,0.8,0.4,20,3,0.8601647858706333,0.5962040169491005,0.8962879680309943,2.3526567708507278
Germany,420,8,0.8,0.4,40,-3,0.873629805507678,0.5869152970825992,0.8964084804432503,2.3569535830335275
Germany,420,8,0.8,0.4,40,0,0.8713636655437594,0.5865895715659212,0.8964822851613503,2.354435522271031
Germany,420,8,0.8,0.4,40,3,0.8580359848701622,0.5779154002787829,0.8968193017290341,2.332770686877979
Germany,420,8,0.8,0.4,200,-3,0.8733420841081979,0.5854580260997373,0.8964309649131025,2.3552310751210377
Germany,420,8,0.8,0.4,200,0,0.8710687293308603,0.5851305113007125,0.8965047278707261,2.352703968502299
Germany,420,8,0.8,0.4,200,3,0.8576938917938725,0.576442729315823,0.8968414380627171,2.3309780591724123
Germany,420,8,0.8,0.6,20,-3,0.88526095744108,0.6189686850526009,0.8895640408067871,2.3937936833004683
Germany,420,8,0.8,0.6,20,0,0.8834522487558352,0.6180384635577869,0.8897101974543178,2.3912009097679396
Germany,420,8,0.8,0.6,20,3,0.8756097033925312,0.6094238486090716,0.8901873398635681,2.3752208918651707
Germany,420,8,0.8,0.6,40,-3,0.884635885540409,0.5956595097276745,0.8904548504640029,2.3707502457320864
Germany,420,8,0.8,0.6,40,0,0.8828491738546154,0.5950665709548546,0.8905828144277254,2.3684985592371954
Germany,420,8,0.8,0.6,40,3,0.8719315633671767,0.5795327396454737,0.891129709829802,2.3425940128424525
Germany,420,8,0.8,0.6,200,-3,0.8843235703989025,0.5936690880139522,0.8904815488286498,2.368474207241505
Germany,420,8,0.8,0.6,200,0,0.8825314219624466,0.59307115121505,0.8906094167566053,2.366211989934102
Germany,420,8,0.8,0.6,200,3,0.87157550754167,0.5775179950785136,0.8911555265966274,2.340249029216811
Germany,420,8,0.8,0.8,20,-3,0.883279845701887,0.6189380059173256,0.8792425189582775,2.38146037057749
Germany,420,8,0.8,0.8,20,0,0.8819325886117163,0.6172557870562776,0.8794740782765902,2.378662453944584
Germany,420,8,0.8,0.8,20,3,0.8751998160619142,0.6016916092348854,0.8802137584373305,2.3571051837341304
Germany,420,8,0.8,0.8,40,-3,0.8815654046056497,0.5854898278263561,0.8807277923193588,2.3477830247513647
Germany,420,8,0.8,0.8,40,0,0.8801946088218364,0.5843913921063021,0.8809321626873312,2.34551816361547
Germany,420,8,0.8,0.8,40,3,0.8710938710000035,0.5603452046877812,0.8817332446349585,2.3131723203227432
Germany,420,8,0.8,0.8,200,-3,0.8812109539096263,0.5828000627071463,0.8807596693184917,2.344770685935264
Germany,420,8,0.8,0.8,200,0,0.8798352850056966,0.5816901725441729,0.8809638485445636,2.342489306094433
Germany,420,8,0.8,0.8,200,3,0.8706985143191472,0.5576283295700463,0.8817631496979187,2.310089993587112
Germany,840,2,0.2,0.4,20,-3,0.7278047541417442,0.5817563345647873,0.8997352719464902,2.2092963606530214
Germany,840,2,0.2,0.4,20,0,0.7364432924864538,0.577330534104891,0.8998243173166396,2.2135981439079844
Germany,840,2,0.2,0.4,20,3,0.738581463943203,0.5680883660832742,0.9000308180367258,2.2067006480632028
Germany,840,2,0.2,0.4,40,-3,0.7217743462086438,0.5661632797852573,0.8998424794627147,2.187780105456616
Germany,840,2,0.2,0.4,40,0,0.7294243289270298,0.5595998492030803,0.8999240103372164,2.1889481884673265
Germany,840,2,0.2,0.4,40,3,0.7349021097903878,0.5382694523577009,0.9001101872151367,2.173281749363225
Germany,840,2,0.2,0.4,200,-3,0.7198310682293857,0.5627189922303538,0.8998535474921168,2.1824036079518563
Germany,840,2,0.2,0.4,200,0,0.7273680955722943,0.5560876738792961,0.8999351573339105,2.183390926785501
Germany,840,2,0.2,0.4,200,3,0.7323900883869326,0.5346326133288408,0.9001213030409333,2.1671440047567065
Germany,840,2,0.2,0.6,20,-3,0.7090090879430114,0.6103156959832515,0.8980510205370362,2.217375804463299
Germany,840,2,0.2,0.6,20,0,0.7125332163163575,0.6006323711431967,0.8981806811852928,2.2113462686448466
Germany,840,2,0.2,0.6,20,3,0.7000471736846882,0.577177292323515,0.8984757951173645,2.1757002611255674
Germany,840,2,0.2,0.6,40,-3,0.7024111482107452,0.5885538164263407,0.8982338158489525,2.1891987804860387
Germany,840,2,0.2,0.6,40,0,0.7055786930968418,0.5748632127436136,0.8983538381551422,2.1787957439955976
Germany,840,2,0.2,0.6,40,3,0.6972908484871605,0.5299814592265542,0.8986088020781939,2.1258811097919086
Germany,840,2,0.2,0.6,200,-3,0.7011550437606985,0.5846361173215807,0.8982464575413991,2.1840376186236785
Germany,840,2,0.2,0.6,200,0,0.7042557795341533,0.5707926964507882,0.8983666713496463,2.173415147334588
Germany,840,2,0.2,0.6,200,3,0.6957131924273827,0.5256411740703817,0.8986216786998743,2.119976045197639
Germany,840,2,0.2,0.8,20,-3,0.687053883091447,0.6278897813114587,0.8957464566874158,2.2106901210903214
Germany,840,2,0.2,0.8,20,0,0.686745513458998,0.6102980513059137,0.8958889911138109,2.1929325558787225
Germany,840,2,0.2,0.8,20,3,0.6649951281192585,0.5615590285468842,0.8961635233950623,2.1227176800612053
Germany,840,2,0.2,0.8,40,-3,0.6817139772367058,0.6041390773683055,0.896041630463019,2.1818946850680305
Germany,840,2,0.2,0.8,40,0,0.6816140652437402,0.5777838113097296,0.8961797695349563,2.155577646088426
Germany,840,2,0.2,0.8,40,3,0.66359012190474,0.49684054135964095,0.8964122981550766,2.0568429614194574
Germany,840,2,0.2,0.8,200,-3,0.6807825078241719,0.5995870030836057,0.8960565762968812,2.176426087204659
Germany,840,2,0.2,0.8,200,0,0.6806370432359949,0.5729154360281563,0.896195144252223,2.149747623516374
Germany,840,2,0.2,0.8,200,3,0.662448125274173,0.4915288884287599,0.8964279815627181,2.0504049952656507
Germany,840,2,0.5,0.4,20,-3,0.7368462499999061,0.5781042416875039,0.8961970887934092,2.2111475804808194
Germany,840,2,0.5,0.4,20,0,0.7463778769424629,0.5740113298472539,0.8964481536154335,2.2168373604051506
Germany,840,2,0.5,0.4,20,3,0.7518153698106483,0.5657103616325933,0.897023098515664,2.214548829958906
Germany,840,2,0.5,0.4,40,-3,0.7312330561465408,0.5634728876427713,0.8964757278365056,2.1911816716258175
Germany,840,2,0.5,0.4,40,0,0.7397034830921135,0.5574439437834293,0.8967031711155371,2.19385059799108
Germany,840,2,0.5,0.4,40,3,0.7481317822259725,0.538036855374397,0.897231176119967,2.1833998137203365
Germany,840,2,0.5,0.4,200,-3,0.7293023051035094,0.5600705885081705,0.8965037882335778,2.185876681845258
Germany,840,2,0.5,0.4,200,0,0.7376542567874246,0.5539823287333617,0.8967313176131473,2.1883679031339334
Germany,840,2,0.5,0.4,200,3,0.7456045143212003,0.5344684676135678,0.8972583977645666,2.1773313796993348
Germany,840,2,0.5,0.6,20,-3,0.7270804803734358,0.6040871923584938,0.8919379439688915,2.223105616700821
Germany,840,2,0.5,0.6,20,0,0.7323591543715511,0.5963991613229364,0.8923248557212797,2.221083171415767
Germany,840,2,0.5,0.6,20,3,0.7254584062603888,0.5774321861936563,0.893210264402337,2.196100856856382
Germany,840,2,0.5,0.6,40,-3,0.720756606571198,0.5834917308027423,0.8923895665123713,2.1966379038863115
Germany,840,2,0.5,0.6,40,0,0.7254232096368141,0.5719806172451256,0.8927483887067443,2.190152215588684
Germany,840,2,0.5,0.6,40,3,0.7222513561603638,0.5346015677446151,0.8935482853414515,2.1504012092464304
Germany,840,2,0.5,0.6,200,-3,0.7195156970202593,0.579683942153201,0.8924220362402557,2.1916216754137157
Germany,840,2,0.5,0.6,200,0,0.7241090156519022,0.5680538545863318,0.8927811046183459,2.18494397485658
Germany,840,2,0.5,0.6,200,3,0.7206568061080669,0.5304679600828536,0.8935796717337511,2.1447044379246716
Germany,840,2,0.5,0.8,20,-3,0.7164354492963856,0.6210657360544624,0.886485895884978,2.2239870812358262
Germany,840,2,0.5,0.8,20,0,0.7188521551330378,0.6077674549786724,0.8870163547765983,2.2136359648883084
Germany,840,2,0.5,0.8,20,3,0.7049890528874623,0.5743171066348037,0.8881547907958018,2.167460950318068
Germany,840,2,0.5,0.8,40,-3,0.7105361669688312,0.598937036981756,0.8871585540009271,2.1966317579515144
Germany,840,2,0.5,0.8,40,0,0.7128371203910324,0.5793184026121728,0.8876507752947931,2.1798062982979984
Germany,840,2,0.5,0.8,40,3,0.7028109149991821,0.5178331375996797,0.888683687946191,2.109327740545053
Germany,840,2,0.5,0.8,200,-3,0.7096192897401996,0.5946461715816086,0.8871969748644918,2.1914624361863
Germany,840,2,0.5,0.8,200,0,0.7118665037761467,0.5748155872294575,0.8876897198963594,2.1743718109019636
Germany,840,2,0.5,0.8,200,3,0.7016435886104272,0.5130119876235478,0.888720948973737,2.103376525207712
Germany,840,2,0.8,0.4,20,-3,0.7439421580841156,0.5749159503377363,0.892632932555379,2.211491040977231
Germany,840,2,0.8,0.4,20,0,0.7541375642099127,0.5711017124628182,0.8930735116231974,2.218312788295928
Germany,840,2,0.8,0.4,20,3,0.7621712333070325,0.5635012476101983,0.8940736926119395,2.2197461735291704
Germany,840,2,0.8,0.4,40,-3,0.7387277833378408,0.5611315852418671,0.8930828644371757,2.1929422330168835
Germany,840,2,0.8,0.4,40,0,0.7478350371552166,0.5555339956645153,0.8934787605427033,2.1968477933624353
Germany,840,2,0.8,0.4,40,3,0.7585306306246767,0.5376412997436112,0.894409549082842,2.19058147945113
Germany,840,2,0.8,0.4,200,-3,0.7368087356726206,0.5577649053103,0.8931282545035467,2.1877018954864673
Germany,840,2,0.8,0.4,200,0,0.745793070521646,0.5521146054222715,0.893524089942221,2.1914317658861386
Germany,840,2,0.8,0.4,200,3,0.7559929858853073,0.5341284798541892,0.8944522755170561,2.1845737412565525
Germany,840,2,0.8,0.6,20,-3,0.7398894735713152,0.5984585545368408,0.8859747579345311,2.2243227860426873
Germany,840,2,0.8,0.6,20,0,0.7462956369570226,0.5915634613270961,0.8866790310036143,2.2245381292877333
Germany,840,2,0.8,0.6,20,3,0.7431918779380039,0.5761074772899267,0.8882600492357765,2.2075594044637072
Germany,840,2,0.8,0.6,40,-3,0.7340056073713442,0.5791365556440202,0.8866718519256095,2.1998140149409737
Germany,840,2,0.8,0.6,40,0,0.7396812585331537,0.5690918057903348,0.8873165163104998,2.196089580633988
Germany,840,2,0.8,0.6,40,3,0.7398637565894611,0.5366895547574748,0.8887941265773407,2.165347437924277
Germany,840,2,0.8,0.6,200,-3,0.7327795254012909,0.5754119506745304,0.8867246550007913,2.1949161310766128
Germany,840,2,0.8,0.6,200,0,0.7383775198004695,0.5652698576933429,0.8873693202747672,2.1910166977685797
Germany,840,2,0.8,0.6,200,3,0.738262505400256,0.532700287934587,0.8888431351306617,2.159805928465505
Germany,840,2,0.8,0.8,20,-3,0.7345494267660446,0.6152981841755462,0.8779675947370895,2.22781520567868
Germany,840,2,0.8,0.8,20,0,0.7385946937263902,0.6040735114707574,0.8789742725575959,2.2216424777547434
Germany,840,2,0.8,0.8,20,3,0.7291544337906926,0.577656779998568,0.8811889042245159,2.1880001180137767
Germany,840,2,0.8,0.8,40,-3,0.7289616482800177,0.5933503431955874,0.8789255632307283,2.2012375547063336
Germany,840,2,0.8,0.8,40,0,0.7326025493873322,0.5774334745722596,0.8798508443491235,2.189886868308715
Germany,840,2,0.8,0.8,40,3,0.7268775782127194,0.5271111250579716,0.8819155676328594,2.1359042709035503
Germany,840,2,0.8,0.8,200,-3,0.7280603009169411,0.5892259869324973,0.8789875920535178,2.196273879902956
Germany,840,2,0.8,0.8,200,0,0.7316429570488873,0.5731511251453348,0.8799129664746747,2.184707048668897
Germany,840,2,0.8,0.8,200,3,0.7257039201928545,0.5225842389747688,0.8819726604255362,2.1302608195931594
Germany,840,4,0.2,0.4,20,-3,0.7988630330589703,0.5994593691753105,0.9001849659740031,2.298507368208284
Germany,840,4,0.2,0.4,20,0,0.8067213499414037,0.5952422582677656,0.9002409588706792,2.3022045670798486
Germany,840,4,0.2,0.4,20,3,0.8193556387497712,0.5845862427376849,0.900395906397068,2.304337787884524
Germany,840,4,0.2,0.4,40,-3,0.7941234493342381,0.585054024951711,0.9002837502012906,2.27946122448724
Germany,840,4,0.2,0.4,40,0,0.8003209768538846,0.5799793312639941,0.9003303662246903,2.2806306743425693
Germany,840,4,0.2,0.4,40,3,0.8090358577875659,0.5585839136762519,0.9004693837361895,2.2680891552000073
Germany,840,4,0.2,0.4,200,-3,0.7926053782158006,0.5818745735763962,0.9002927672907804,2.274772719082977
Germany,840,4,0.2,0.4,200,0,0.798714253202433,0.5767599486295346,0.9003393804153801,2.2758135822473475
Germany,840,4,0.2,0.4,200,3,0.807046384974167,0.5552683883483205,0.900478320220781,2.2627930935432685
Germany,840,4,0.2,0.6,20,-3,0.7830327571617851,0.6313486071041364,0.8988853518900548,2.3132667161559763
Germany,840,4,0.2,0.6,20,0,0.7901816887888098,0.6218559703938475,0.8989786982602905,2.3110163574429476
Germany,840,4,0.2,0.6,20,3,0.7974970393875793,0.5950008973538107,0.8992366592356243,2.2917345959770143
Germany,840,4,0.2,0.6,40,-3,0.7780225383135754,0.6108526820409583,0.8990273439968499,2.2879025643513837
Germany,840,4,0.2,0.6,40,0,0.7834403070979207,0.5995753811446195,0.8991080897770463,2.2821237780195864
Germany,840,4,0.2,0.6,40,3,0.7886996308702942,0.5521875746579452,0.8993342973239736,2.2402215028522128
Germany,840,4,0.2,0.6,200,-3,0.7769212537455047,0.6072055787417955,0.8990373289764243,2.2831641614637244
Germany,840,4,0.2,0.6,200,0,0.7822626463702761,0.5958254960268429,0.8991180785328811,2.27720622093
Germany,840,4,0.2,0.6,200,3,0.7872085682367862,0.5481912751349639,0.8993441441098596,2.2347439874816097
Germany,840,4,0.2,0.8,20,-3,0.7511638348082128,0.6445627097077633,0.897192411696324,2.2929189562123002
Germany,840,4,0.2,0.8,20,0,0.7562709413853413,0.6271643403617491,0.8973319683027319,2.2807672500498226
Germany,840,4,0.2,0.8,20,3,0.7549052182961006,0.5689093314751745,0.8976949749565063,2.2215095247277814
Germany,840,4,0.2,0.8,40,-3,0.7466829682313015,0.6226217887201961,0.8973968349298137,2.2667015918813114
Germany,840,4,0.2,0.8,40,0,0.750424882658938,0.5982750527649698,0.8975199974327976,2.2462199328567056
Germany,840,4,0.2,0.8,40,3,0.7484668487866272,0.5049602666131443,0.8978289549246478,2.1512560703244192
Germany,840,4,0.2,0.8,200,-3,0.7457761220368518,0.6182667183796067,0.8974080524122582,2.2614508928287167
Germany,840,4,0.2,0.8,200,0,0.7494429454023193,0.593662813561605,0.89753125017012,2.240637009134044
Germany,840,4,0.2,0.8,200,3,0.7471943405585614,0.49984958311059685,0.8978399839205115,2.1448839075896697
Germany,840,4,0.5,0.4,20,-3,0.8018665410652367,0.5965482599203933,0.8973425075251049,2.2957573085107352
Germany,840,4,0.5,0.4,20,0,0.8096972478757751,0.5925483019742765,0.8974921113272298,2.2997376611772813
Germany,840,4,0.5,0.4,20,3,0.8225470759627557,0.5825523001145098,0.8979107644540659,2.3030101405313315
Germany,840,4,0.5,0.4,40,-3,0.7972985847091889,0.5825999191522637,0.8976091176720723,2.277507621533525
Germany,840,4,0.5,0.4,40,0,0.80356254971165,0.5778196881162424,0.8977330937458827,2.279115331573775
Germany,840,4,0.5,0.4,40,3,0.8123086492449111,0.5577057051269197,0.898109445601844,2.268123799973675
Germany,840,4,0.5,0.4,200,-3,0.7958279882457984,0.5794405382592777,0.8976316821688795,2.2729002086739554
Germany,840,4,0.5,0.4,200,0,0.802007333172575,0.5746239195040879,0.8977555598120328,2.2743868124886957
Germany,840,4,0.5,0.4,200,3,0.8103863173784246,0.5544229077945892,0.898131255660978,2.2629404808339917
Germany,840,4,0.5,0.6,20,-3,0.7938979028896436,0.6271591127355439,0.8939804536600908,2.3150374692852784
Germany,840,4,0.5,0.6,20,0,0.8014343364092704,0.6188643571106595,0.8942397278970178,2.3145384214169473
Germany,840,4,0.5,0.6,20,3,0.8104538137298621,0.5955713768924566,0.8949636426671688,2.3009888332894874
Germany,840,4,0.5,0.6,40,-3,0.7889640635399191,0.6068540099239716,0.8943641291085941,2.2901822025724847
Germany,840,4,0.5,0.6,40,0,0.7948475886129003,0.5969722723333849,0.894584837020799,2.2864046979670842
Germany,840,4,0.5,0.6,40,3,0.8016359364724965,0.5553692364210366,0.8952265088816602,2.2522316817751937
Germany,840,4,0.5,0.6,200,-3,0.7879224942770465,0.6032583705043888,0.8943892747073264,2.2855701394887618
Germany,840,4,0.5,0.6,200,0,0.7937365868938877,0.5932916849637556,0.8946098168595242,2.281638088717168
Germany,840,4,0.5,0.6,200,3,0.8002368544445281,0.5514865486186257,0.8952502706857838,2.2469736737489376
Germany,840,4,0.5,0.8,20,-3,0.7744594850774197,0.6417985949721982,0.8896730858610384,2.305931165910656
Germany,840,4,0.5,0.8,20,0,0.7810889564910396,0.6273109582239986,0.8900750343960233,2.2984749491110614
Germany,840,4,0.5,0.8,20,3,0.7848666438251921,0.5835754959356426,0.8911786810742354,2.25962082083507
Germany,840,4,0.5,0.8,40,-3,0.7697013070703749,0.6202220527195836,0.8902072402317219,2.2801306000216806
Germany,840,4,0.5,0.8,40,0,0.7747370150931195,0.6012688593729248,0.8905585160378685,2.266564390503913
Germany,840,4,0.5,0.8,40,3,0.7777896412870726,0.5262461026413541,0.8915232173300718,2.1955589612584987
Germany,840,4,0.5,0.8,200,-3,0.7688640017552659,0.6160217996133243,0.8902357317992792,2.2751215331678694
Germany,840,4,0.5,0.8,200,0,0.7738349106627759,0.5968870174006429,0.8905867729817665,2.261308701045185
Germany,840,4,0.5,0.8,200,3,0.7766317675083823,0.5214954038498019,0.8915494426710311,2.1896766140292154
Germany,840,4,0.8,0.4,20,-3,0.8039471580198659,0.5938847120467499,0.8944428848434784,2.2922747549100944
Germany,840,4,0.8,0.4,20,0,0.8117162646764641,0.5901020534650924,0.8946964250185406,2.296514743160097
Germany,840,4,0.8,0.4,20,3,0.8246344987915109,0.5806261664859946,0.895405231761416,2.3006658970389213
Germany,840,4,0.8,0.4,40,-3,0.7995567828944004,0.5803568492183565,0.8948910313852183,2.2748046634979753
Germany,840,4,0.8,0.4,40,0,0.8058476413634352,0.5758297240752066,0.8950992229984396,2.276776588437081
Germany,840,4,0.8,0.4,40,3,0.8144821489767864,0.5568106234113638,0.8957397665162112,2.2670325389043615
Germany,840,4,0.8,0.4,200,-3,0.7981287975638627,0.5772162459694665,0.8949270655476684,2.270272109080998
Germany,840,4,0.8,0.4,200,0,0.8043384296255248,0.5726556934513075,0.8951349725495884,2.2721290956264206
Germany,840,4,0.8,0.4,200,3,0.8126189539618267,0.5535571009676252,0.8957738516426804,2.2619499065721325
Germany,840,4,0.8,0.6,20,-3,0.801491761912903,0.6230228020482518,0.8890428981566798,2.3135574621178345
Germany,840,4,0.8,0.6,20,0,0.8092247354851905,0.615591782907254,0.889486819140103,2.3143033375325475
Germany,840,4,0.8,0.6,20,3,0.8191602345290592,0.5948662052774065,0.8907322176196549,2.3047586574261207
Germany,840,4,0.8,0.6,40,-3,0.7967277987484379,0.6031442978135902,0.8896795600532192,2.2895516566152474
Germany,840,4,0.8,0.6,40,0,0.8028938001635911,0.5942958988514536,0.8900543385336135,2.2872440375486582
Germany,840,4,0.8,0.6,40,3,0.8104655670585401,0.556991866753715,0.8911711719891913,2.258628605801446
Germany,840,4,0.8,0.6,200,-3,0.7957372041957288,0.5995940604725369,0.8897197606347422,2.285051025303008
Germany,840,4,0.8,0.6,200,0,0.8018391376820245,0.5906733765965493,0.8900940537116655,2.282606567990239
Germany,840,4,0.8,0.6,200,3,0.8091422305522827,0.5531984811216831,0.8912079528570269,2.253548664530993
Germany,840,4,0.8,0.8,20,-3,0.7891537233426213,0.6386887041059737,0.8823600090523837,2.310202436500979
Germany,840,4,0.8,0.8,20,0,0.7964003427224561,0.626251914929994,0.8830579108187623,2.3057101684712125
Germany,840,4,0.8,0.8,20,3,0.8027357863454782,0.5901538419849179,0.8849867757067617,2.2778764040371575
Germany,840,4,0.8,0.8,40,-3,0.7845342912762763,0.6167880096027795,0.8832047574056395,2.2845270582846955
Germany,840,4,0.8,0.8,40,0,0.7902300619947649,0.6011082567487824,0.8838063931847411,2.2751447119282884
Germany,840,4,0.8,0.8,40,3,0.7955065265891064,0.5377413338036864,0.8855354031990214,2.218783263591814
Germany,840,4,0.8,0.8,200,-3,0.7837531784978394,0.6127028707832369,0.8832502867797659,2.2797063360608423
Germany,840,4,0.8,0.8,200,0,0.789391490942407,0.5968840537447286,0.88385119217648,2.2701267368636158
Germany,840,4,0.8,0.8,200,3,0.7944373093844224,0.5332272047117054,0.8855755871675278,2.2132401012636556
Germany,840,8,0.2,0.4,20,-3,0.8462724742471616,0.6093860975716336,0.9007637395620269,2.356422311380822
Germany,840,8,0.2,0.4,20,0,0.8471247061892347,0.6073922192625959,0.9007802064088142,2.355297131860645
Germany,840,8,0.2,0.4,20,3,0.8467095677862314,0.59979443648064,0.9008392989397486,2.3473433032066198
Germany,840,8,0.2,0.4,40,-3,0.8445576303922189,0.5933157944706324,0.90085566481108,2.3387290896739312
Germany,840,8,0.2,0.4,40,0,0.8442463626699818,0.5914398575513058,0.9008673128455752,2.3365535330668625
Germany,840,8,0.2,0.4,40,3,0.839140337662887,0.5773926678689457,0.9009219658164087,2.3174549713482415
Germany,840,8,0.2,0.4,200,-3,0.8435366310547177,0.5906606412059666,0.9008621622291358,2.3350594344898203
Germany,840,8,0.2,0.4,200,0,0.8432064322067434,0.5887739293750256,0.9008738110736159,2.332854172655385
Germany,840,8,0.2,0.4,200,3,0.8379643993276448,0.5746854310643469,0.9009284458630277,2.3135782762550194
Germany,840,8,0.2,0.6,20,-3,0.8414793012872646,0.6382953965962983,0.8997296562976956,2.3795043541812584
Germany,840,8,0.2,0.6,20,0,0.8437991421644904,0.6335879313049251,0.8997592489840415,2.377146322453457
Germany,840,8,0.2,0.6,20,3,0.8453504083651896,0.6135225336754683,0.8998659690805629,2.358738911121221
Germany,840,8,0.2,0.6,40,-3,0.8387389730894216,0.6124478574584185,0.8998647503883148,2.351051580936155
Germany,840,8,0.2,0.6,40,0,0.8403198607134049,0.6080876263037275,0.8998880926940451,2.3482955797111775
Germany,840,8,0.2,0.6,40,3,0.8380348391904716,0.5763608187086452,0.8999804037779648,2.3143760616770814
Germany,840,8,0.2,0.6,200,-3,0.8378656894353638,0.6092440884418803,0.8998721980686633,2.3469819759459076
Germany,840,8,0.2,0.6,200,0,0.8394236821852626,0.6048512642413502,0.8998955419738535,2.344170488400466
Germany,840,8,0.2,0.6,200,3,0.8370014393913828,0.5730189541127709,0.8999878077088272,2.3100082012129812
Germany,840,8,0.2,0.8,20,-3,0.7994497591923103,0.6425107360302831,0.898271113750765,2.3402316089733586
Germany,840,8,0.2,0.8,20,0,0.801971003372476,0.6306584670157646,0.898328234502654,2.3309577048908947
Germany,840,8,0.2,0.8,20,3,0.8006761088157643,0.5818683456651008,0.8985370255584614,2.2810814800393264
Germany,840,8,0.2,0.8,40,-3,0.7975293378937314,0.6077794020397639,0.8984581257274448,2.30376686566094
Germany,840,8,0.2,0.8,40,0,0.7991751694217925,0.5958106501037029,0.8985042919575271,2.2934901114830226
Germany,840,8,0.2,0.8,40,3,0.7946086690036811,0.5238392318390492,0.8986724525597513,2.2171203534024815
Germany,840,8,0.2,0.8,200,-3,0.796697621383304,0.6036839577040046,0.8984666470083185,2.298848226095627
Germany,840,8,0.2,0.8,200,0,0.7983070908651522,0.5916158533460881,0.8985128135942182,2.288435757805458
Germany,840,8,0.2,0.8,200,3,0.7935503976461887,0.5193973011683986,0.898680847084294,2.2116285458988814
Germany,840,8,0.5,0.4,20,-3,0.8451032083222072,0.607187658769762,0.8988525484290608,2.35114341552103
Germany,840,8,0.5,0.4,20,0,0.8457664616813572,0.6052800950846396,0.8988942122407644,2.349940769006761
Germany,840,8,0.5,0.4,20,3,0.8450600699322767,0.598044259196321,0.8990487211546353,2.342153050283233
Germany,840,8,0.5,0.4,40,-3,0.8435430232687471,0.5915343351171175,0.8990918548541245,2.3341692132399894
Germany,840,8,0.5,0.4,40,0,0.843036852199098,0.5897381930604708,0.8991214745889408,2.3318965198485095
Germany,840,8,0.5,0.4,40,3,0.8375523491451062,0.5761996091282195,0.8992642937820211,2.313016252055347
Germany,840,8,0.5,0.4,200,-3,0.8425607603668676,0.5888907984238303,0.8991077081138146,2.3305592669045123
Germany,840,8,0.5,0.4,200,0,0.8420364143445824,0.5870846011251235,0.8991373191417794,2.328258334611485
Germany,840,8,0.5,0.4,200,3,0.8364201748243668,0.573506810606301,0.8992799923553734,2.309206977786041
Germany,840,8,0.5,0.6,20,-3,0.8463466002642017,0.6352877768885314,0.8962217481681632,2.3778561253208963
Germany,840,8,0.5,0.6,20,0,0.8486489139550966,0.6311190588354164,0.8962991084170465,2.3760670812075593
Germany,840,8,0.5,0.6,20,3,0.8501964264320887,0.6132025584427249,0.8965803622296099,2.3599793471044235
Germany,840,8,0.5,0.6,40,-3,0.8438453477233234,0.6104616952000953,0.896580585873004,2.3508876287964227
Germany,840,8,0.5,0.6,40,0,0.8452806424872586,0.6064733153922646,0.8966401390635792,2.3483940969431023
Germany,840,8,0.5,0.6,40,3,0.8430586551628101,0.5775620534011103,0.8968867836968345,2.317507492260755
Germany,840,8,0.5,0.6,200,-3,0.8430327798670697,0.6072907637286611,0.8965986138450273,2.346922157440758
Germany,840,8,0.5,0.6,200,0,0.8444481109745086,0.6032737075331316,0.8966581431779939,2.3443799616856342
Germany,840,8,0.5,0.6,200,3,0.8421021135308744,0.5742696695211921,0.8969044407388839,2.3132762237909503
Germany,840,8,0.5,0.8,20,-3,0.8193771314913028,0.642965963880018,0.8925086123804734,2.354851707751794
Germany,840,8,0.5,0.8,20,0,0.8222823592952564,0.6337142266953807,0.8926520774272683,2.3486486634179053
Germany,840,8,0.5,0.8,20,3,0.8231266097779926,0.5947368695896204,0.8931877294289615,2.311051208796574
Germany,840,8,0.5,0.8,40,-3,0.8170508753942712,0.6091924514086666,0.8930141317785756,2.3192574585815136
Germany,840,8,0.5,0.8,40,0,0.8191230659416093,0.5999930062023099,0.89312848240198,2.312244554545899
Germany,840,8,0.5,0.8,40,3,0.8167613085172749,0.5411514220039593,0.8935712468246357,2.25148397734587
Germany,840,8,0.5,0.8,200,-3,0.8162992045744403,0.6052254390288927,0.8930347575625482,2.3145594011658814
Germany,840,8,0.5,0.8,200,0,0.8183431918410523,0.5959509862370591,0.8931490383605171,2.3074432164386285
