site,c_s,a,g,b0,sm,ro,et,sum
Sweden,420,8,0.8,0.6,-0.3059667856962873,0.061906211209541206,0.8655660487370948,0.6215054742503486
Sweden,420,8,0.8,0.8,-0.30973067003740185,0.03505175488472283,0.8553948824395303,0.5807159672868514
Sweden,840,2,0.2,0.4,-0.2692202420630665,0.09906414841982134,0.8781629714410052,0.7080068777977601
Sweden,840,2,0.2,0.6,-0.2915119749131022,0.08904700446804323,0.8765462247169874,0.6740812542719284
Sweden,840,2,0.2,0.8,-0.30126970377107115,0.07369652539644474,0.8746315359382302,0.6470583575636037
Sweden,840,2,0.5,0.4,-0.2701695745591653,0.09945803736465353,0.8744010310340815,0.7036894938395697
Sweden,840,2,0.5,0.6,-0.29323557457592825,0.09089398400316204,0.8705204833221971,0.6681788927494309
Sweden,840,2,0.5,0.8,-0.3033881383337404,0.07912480043153804,0.8660987479958338,0.6418354100936314
Sweden,840,2,0.8,0.4,-0.2712177367269721,0.09977131140420939,0.8707300635860538,0.6992836382632911
Sweden,840,2,0.8,0.6,-0.295338823881438,0.09220747719264263,0.8647677732445361,0.6616364265557407
Sweden,840,2,0.8,0.8,-0.3063246193016813,0.08253298980281339,0.8581781141469903,0.6343864846481224
Sweden,840,4,0.2,0.4,-0.2665754880717397,0.10124873175619087,0.8784410917703737,0.7131143354548248
Sweden,840,4,0.2,0.6,-0.2842608008000101,0.08808279443935192,0.8770497802545817,0.6808717738939235
Sweden,840,4,0.2,0.8,-0.2913198155671085,0.06548008733976059,0.8754572239617279,0.6496174957343799
Sweden,840,4,0.5,0.4,-0.2710531145209472,0.10104549227324751,0.8750275631284185,0.7050199408807187
Sweden,840,4,0.5,0.6,-0.29130538279069507,0.08863047228113151,0.8715917815342955,0.668916871024732
Sweden,840,4,0.5,0.8,-0.3004650797695653,0.06899781453369801,0.8677299201445067,0.6362626549086394
Sweden,840,4,0.8,0.4,-0.275225864398761,0.10087426128713929,0.871629071090158,0.6972774679785363
Sweden,840,4,0.8,0.6,-0.2978190706617377,0.0890599703500292,0.866219688427336,0.6574605881156275
Sweden,840,4,0.8,0.8,-0.30894619556542285,0.07148826420043532,0.860250819222454,0.6227928878574664
Sweden,840,8,0.2,0.4,-0.2858769554348406,0.09819616838414942,0.8789893151480482,0.691308528097357
Sweden,840,8,0.2,0.6,-0.29548929594284495,0.0774843754268011,0.8777742086930052,0.6597692881769612
Sweden,840,8,0.2,0.8,-0.29762758767154573,0.04179596144669042,0.8763008745199127,0.6204692482950573
Sweden,840,8,0.5,0.4,-0.29087967882880456,0.09781400268359153,0.8764112470026304,0.6833455708574174
Sweden,840,8,0.5,0.6,-0.3040826180383237,0.07761836536104386,0.8734272844550092,0.6469630317777293
Sweden,840,8,0.5,0.8,-0.3095859057741157,0.04500211064242776,0.8698593402576257,0.6052755451259377
Sweden,840,8,0.8,0.4,-0.2955819185757205,0.09748361510233906,0.8738566235702427,0.6757583200968613
Sweden,840,8,0.8,0.6,-0.31194226067922504,0.07775433605449081,0.8691786196887981,0.6349906950640638
Sweden,840,8,0.8,0.8,-0.32021948092114355,0.047516748884107965,0.8636786108287726,0.590975878791737
